league,season,team_x,player,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Performance_Saves,first_name,second_name,team_y,now_cost,selected_by_percent,total_points,element_type,threat,creativity,influence,team_name,full_name
ENG-Premier League,2526,Tottenham Hotspur,Cristian Romero,ARG,DF,28-009,1998,23,22,1868,20.8,4,1,5,4,0,0,11,2,0.19,0.05,0.24,0.19,0.24,,Cristian,Romero,18,50,2.9,91,2,223.0,133.6,574.8,Spurs,Cristian Romero
ENG-Premier League,2526,Tottenham Hotspur,Dane Scarlett,ENG,FW,22-043,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Dane,Scarlett,18,43,0.5,2,4,2.0,4.1,1.0,Spurs,Dane Scarlett
ENG-Premier League,2526,Tottenham Hotspur,Destiny Udogie,ITA,"DF,MF",23-159,2002,17,11,1098,12.2,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,,Destiny,Udogie,18,43,0.3,22,2,94.0,183.9,193.2,Spurs,Destiny Udogie
ENG-Premier League,2526,Tottenham Hotspur,Djed Spence,ENG,"DF,MF",25-270,2000,27,22,1938,21.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,Djed,Spence,18,41,0.9,71,2,184.0,206.7,280.6,Spurs,Djed Spence
ENG-Premier League,2526,Tottenham Hotspur,Guglielmo Vicario,ITA,GK,29-211,1996,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,83,Guglielmo,Vicario,18,47,4.8,90,1,0.0,10.1,709.2,Spurs,Guglielmo Vicario
ENG-Premier League,2526,Tottenham Hotspur,James Rowswell,ENG,DF,19-297,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,James,Rowswell,18,40,0.0,1,2,0.0,0.0,0.0,Spurs,James Rowswell
ENG-Premier League,2526,Tottenham Hotspur,Jun'ai Byfield,ENG,DF,17-151,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Jun'ai,Byfield,18,40,0.0,1,2,0.0,0.5,0.4,Spurs,Jun'ai Byfield
ENG-Premier League,2526,Tottenham Hotspur,Kevin Danso,AUT,DF,27-229,1998,21,14,1224,13.6,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,,Kevin,Danso,18,42,0.2,52,2,76.0,47.7,361.0,Spurs,Kevin Danso
ENG-Premier League,2526,Tottenham Hotspur,Lucas Bergvall,SWE,MF,20-093,2006,22,11,955,10.6,1,3,4,1,0,0,2,0,0.09,0.28,0.38,0.09,0.38,,Lucas,Bergvall,18,52,0.2,49,3,147.0,106.4,164.6,Spurs,Lucas Bergvall
ENG-Premier League,2526,Tottenham Hotspur,Mathys Tel,FRA,"MF,FW",21-009,2005,28,10,1103,12.3,3,1,4,3,0,0,1,0,0.24,0.08,0.33,0.24,0.33,,Mathys,Tel,18,62,0.2,73,3,280.0,383.5,282.6,Spurs,Mathys Tel
ENG-Premier League,2526,Tottenham Hotspur,Micky van de Ven,NED,DF,25-017,2001,32,32,2771,30.8,4,1,5,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,,Micky,van de Ven,18,44,17.6,110,2,212.0,93.6,650.4,Spurs,Micky van de Ven
ENG-Premier League,2526,Tottenham Hotspur,Mohammed Kudus,GHA,"MF,FW",25-277,2000,19,19,1535,17.1,2,5,7,2,0,0,3,0,0.12,0.29,0.41,0.12,0.41,,Mohammed,Kudus,18,64,9.2,75,3,302.0,413.8,333.4,Spurs,Mohammed Kudus
ENG-Premier League,2526,Tottenham Hotspur,Pape Matar Sarr,SEN,MF,23-234,2002,24,13,1357,15.1,2,3,5,2,0,0,2,0,0.13,0.2,0.33,0.13,0.33,,Pape Matar,Sarr,18,45,1.0,67,3,152.0,151.6,314.8,Spurs,Pape Matar Sarr
ENG-Premier League,2526,Tottenham Hotspur,Radu Drăgușin,ROU,DF,24-092,2002,9,5,516,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Radu,Drăgușin,18,45,0.0,16,2,27.0,3.2,125.6,Spurs,Radu Drăgușin
ENG-Premier League,2526,Tottenham Hotspur,Randal Kolo Muani,FRA,"FW,MF",27-152,1998,27,19,1487,16.5,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,,Randal,Kolo Muani,18,69,0.4,49,4,282.0,265.6,169.6,Spurs,Randal Kolo Muani
ENG-Premier League,2526,Tottenham Hotspur,Rodrigo Bentancur,URU,MF,28-315,1997,23,20,1632,18.1,1,1,2,1,0,0,7,0,0.06,0.06,0.11,0.06,0.11,,Rodrigo,Bentancur,18,52,0.2,78,3,122.0,183.8,330.4,Spurs,Rodrigo Bentancur
ENG-Premier League,2526,Tottenham Hotspur,Wilson Odobert,FRA,"MF,FW",21-159,2004,24,10,985,10.9,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,,Wilson,Odobert,18,53,0.0,46,3,234.0,284.3,158.8,Spurs,Wilson Odobert
ENG-Premier League,2526,Tottenham Hotspur,Xavi Simons,NED,"MF,FW",23-015,2003,28,19,1755,19.5,2,5,7,2,0,0,5,1,0.1,0.26,0.36,0.1,0.36,,Xavi,Simons,18,64,1.2,80,3,255.0,533.8,349.6,Spurs,Xavi Simons
ENG-Premier League,2526,Tottenham Hotspur,Yves Bissouma,MLI,MF,29-249,1996,11,7,603,6.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,Yves,Bissouma,18,52,0.0,17,3,23.0,25.5,89.6,Spurs,Yves Bissouma
ENG-Premier League,2526,West Ham United,Aaron Wan-Bissaka,COD,"DF,MF",28-161,1997,23,21,1929,21.4,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,,Aaron,Wan-Bissaka,19,41,4.3,66,2,30.0,303.9,425.0,West Ham,Aaron Wan-Bissaka
ENG-Premier League,2526,West Ham United,Alphonse Areola,FRA,GK,33-068,1993,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05,76,Alphonse,Areola,19,42,1.9,51,1,0.0,10.0,570.4,West Ham,Alphonse Areola
ENG-Premier League,2526,West Ham United,Andy Irving,SCO,MF,25-358,2000,7,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Andy,Irving,19,43,0.2,9,3,2.0,52.3,31.6,West Ham,Andy Irving
ENG-Premier League,2526,West Ham United,Axel Disasi,FRA,DF,28-056,1998,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Axel,Disasi,19,45,0.2,42,2,84.0,17.4,201.6,West Ham,Axel Disasi
ENG-Premier League,2526,West Ham United,Callum Marshall,NIR,FW,21-159,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Callum,Marshall,19,43,0.5,2,4,7.0,0.1,1.2,West Ham,Callum Marshall
ENG-Premier League,2526,West Ham United,Callum Wilson,ENG,"FW,MF",34-068,1992,29,10,1110,12.3,6,1,7,6,0,0,1,0,0.49,0.08,0.57,0.49,0.57,,Callum,Wilson,19,58,0.5,73,4,448.0,97.1,260.2,West Ham,Callum Wilson
ENG-Premier League,2526,West Ham United,Crysencio Summerville,NED,"MF,FW",24-188,2001,28,26,2200,24.4,5,1,6,5,0,0,5,0,0.2,0.04,0.25,0.2,0.25,,Crysencio,Summerville,19,54,1.3,102,3,518.0,406.0,399.0,West Ham,Crysencio Summerville
ENG-Premier League,2526,West Ham United,El Hadji Malick Diouf,SEN,"DF,MF",21-129,2004,29,27,2437,27.1,0,5,5,0,0,0,5,0,0.0,0.18,0.18,0.0,0.18,,El Hadji Malick,Diouf,19,41,2.3,98,2,110.0,412.5,540.6,West Ham,El Hadji Malick Diouf
ENG-Premier League,2526,West Ham United,Ezra Mayers,BRB,DF,19-110,2007,6,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Ezra,Mayers,19,40,0.0,6,2,9.0,34.9,21.8,West Ham,Ezra Mayers
ENG-Premier League,2526,West Ham United,Freddie Potts,ENG,MF,22-236,2003,22,12,1171,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,,Freddie,Potts,19,43,0.5,37,3,37.0,141.3,191.2,West Ham,Freddie Potts
ENG-Premier League,2526,West Ham United,George Earthy,ENG,MF,21-243,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,George,Earthy,19,45,0.0,1,3,2.0,1.5,0.0,West Ham,George Earthy
ENG-Premier League,2526,West Ham United,Guido Rodríguez,ARG,MF,32-024,1994,6,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Guido,Rodríguez,19,48,0.0,8,3,2.0,6.0,9.8,West Ham,Guido Rodríguez
ENG-Premier League,2526,West Ham United,James Ward-Prowse,ENG,MF,31-186,1994,5,5,413,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,James,Ward-Prowse,3,56,0.2,38,3,22.0,364.9,205.2,Burnley,James Ward-Prowse
ENG-Premier League,2526,West Ham United,Jarrod Bowen,ENG,"MF,FW",29-137,1996,35,35,3133,34.8,8,10,18,7,1,1,4,0,0.23,0.29,0.52,0.2,0.49,,Jarrod,Bowen,19,77,12.7,173,4,776.0,662.5,816.2,West Ham,Jarrod Bowen
ENG-Premier League,2526,West Ham United,Jean-Clair Todibo,FRA,DF,26-127,1999,21,20,1699,18.9,0,1,1,0,0,0,4,1,0.0,0.05,0.05,0.0,0.05,,Jean-Clair,Todibo,19,43,0.1,46,2,26.0,66.3,381.6,West Ham,Jean-Clair Todibo
ENG-Premier League,2526,West Ham United,Konstantinos Mavropanos,GRE,DF,28-146,1997,28,24,2264,25.2,3,0,3,3,0,0,2,0,0.12,0.0,0.12,0.12,0.12,,Konstantinos,Mavropanos,19,45,1.9,111,2,291.0,64.2,721.6,West Ham,Konstantinos Mavropanos
ENG-Premier League,2526,West Ham United,Kyle Walker-Peters,ENG,DF,29-023,1997,22,14,1293,14.4,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,,Kyle,Walker-Peters,19,42,0.3,47,2,106.0,123.2,263.4,West Ham,Kyle Walker-Peters
ENG-Premier League,2526,West Ham United,Mads Hermansen,DEN,GK,25-299,2000,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46,Mads,Hermansen,19,42,0.8,64,1,0.0,10.0,360.4,West Ham,Mads Hermansen
ENG-Premier League,2526,West Ham United,Mohamadou Kanté,FRA,MF,20-228,2005,9,0,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Mohamadou,Kanté,19,45,0.0,8,3,12.0,12.9,15.6,West Ham,Mohamadou Kanté
ENG-Premier League,2526,West Ham United,Nayef Aguerd,MAR,DF,30-037,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Nayef,Aguerd,19,44,0.0,3,2,8.0,3.9,39.0,West Ham,Nayef Aguerd
ENG-Premier League,2526,West Ham United,Niclas Füllkrug,GER,FW,33-086,1993,8,5,409,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Niclas,Füllkrug,19,56,0.6,12,4,130.0,85.1,26.0,West Ham,Niclas Füllkrug
ENG-Premier League,2526,West Ham United,Soungoutou Magassa,FRA,MF,22-210,2003,22,11,981,10.9,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,,Soungoutou,Magassa,19,50,0.0,42,3,44.0,83.4,182.0,West Ham,Soungoutou Magassa
ENG-Premier League,2526,West Ham United,Tomáš Souček,CZE,MF,31-068,1995,32,21,1958,21.8,5,0,5,5,0,0,2,1,0.23,0.0,0.23,0.23,0.23,,Tomáš,Souček,19,57,0.4,99,3,404.0,174.9,491.8,West Ham,Tomáš Souček
ENG-Premier League,2526,West Ham United,Valentín Castellanos,ARG,FW,27-215,1998,15,15,1166,13.0,4,0,4,4,0,0,5,0,0.31,0.0,0.31,0.31,0.31,,Valentín,Castellanos,19,55,0.2,47,4,436.0,172.0,210.0,West Ham,Valentín Castellanos
ENG-Premier League,2526,Wolves,Adam Armstrong,ENG,"FW,MF",29-085,1997,11,11,906,10.1,1,2,3,1,0,0,3,0,0.1,0.2,0.3,0.1,0.3,,Adam,Armstrong,20,52,0.1,30,4,158.0,84.7,113.0,Wolves,Adam Armstrong
ENG-Premier League,2526,Wolves,Angel Gomes,ENG,"MF,FW",25-248,2000,10,6,394,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Angel,Gomes,20,46,0.0,14,3,28.0,69.3,43.4,Wolves,Angel Gomes
ENG-Premier League,2526,Wolves,Daniel Bentley,ENG,GK,32-297,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,Daniel,Bentley,20,39,0.5,6,1,0.0,0.0,65.4,Wolves,Daniel Bentley
ENG-Premier League,2526,Wolves,David Møller Wolfe,NOR,"MF,DF",24-013,2002,19,9,847,9.4,0,2,2,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,,David,Møller Wolfe,20,42,0.1,31,2,46.0,121.3,148.2,Wolves,David Møller Wolfe
ENG-Premier League,2526,Wolves,Emmanuel Agbadou,CIV,DF,28-323,1997,14,12,1101,12.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,,Emmanuel,Agbadou,20,42,0.1,23,2,75.0,76.0,312.2,Wolves,Emmanuel Agbadou
ENG-Premier League,2526,Wolves,Hwang Hee-chan,KOR,"FW,MF",30-100,1996,23,15,1190,13.2,2,1,3,1,1,1,3,0,0.15,0.08,0.23,0.08,0.15,,Hwang,Hee-chan,20,56,0.1,48,3,155.0,156.2,133.4,Wolves,Hwang Hee-chan
ENG-Premier League,2526,Wolves,Jackson Tchatchoua,CMR,"MF,DF",24-234,2001,31,19,1845,20.5,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,,Jackson,Tchatchoua,20,44,0.0,52,2,69.0,349.9,318.2,Wolves,Jackson Tchatchoua
ENG-Premier League,2526,Wolves,Jean-Ricner Bellegarde,HAI,"MF,FW",27-313,1998,24,15,1212,13.5,1,1,2,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15,,Jean-Ricner,Bellegarde,20,51,0.0,43,3,145.0,206.8,195.4,Wolves,Jean-Ricner Bellegarde
ENG-Premier League,2526,Wolves,Jhon Arias,COL,"FW,MF",28-227,1997,23,14,1124,12.5,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,,Jhon,Arias,20,49,0.1,45,3,148.0,204.0,171.0,Wolves,Jhon Arias
ENG-Premier League,2526,Wolves,Jørgen Strand Larsen,NOR,FW,26-089,2000,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,0.06,0.13,0.0,0.06,,Jørgen,Strand Larsen,8,59,1.6,70,4,431.0,193.7,258.4,Crystal Palace,Jørgen Strand Larsen
ENG-Premier League,2526,Wolves,Ki-Jana Hoever,NED,"MF,DF",24-108,2002,8,6,425,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Ki-Jana,Hoever,20,38,0.9,10,2,13.0,87.8,101.4,Wolves,Ki-Jana Hoever
ENG-Premier League,2526,Wolves,Marshall Munetsi,ZIM,"MF,FW",29-318,1996,13,9,875,9.7,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,,Marshall,Munetsi,20,53,0.0,38,3,196.0,61.8,163.6,Wolves,Marshall Munetsi
ENG-Premier League,2526,Wolves,Matt Doherty,IRL,"DF,MF",34-110,1992,11,11,787,8.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,Matt,Doherty,20,44,0.1,14,2,20.0,51.1,132.4,Wolves,Matt Doherty
ENG-Premier League,2526,Wolves,Sam Johnstone,ENG,GK,33-042,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,Sam,Johnstone,20,44,0.1,21,1,0.0,0.1,308.0,Wolves,Sam Johnstone
ENG-Premier League,2526,Wolves,Tawanda Chirewa,ZIM,MF,22-206,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Tawanda,Chirewa,20,43,0.2,2,3,0.0,0.3,3.2,Wolves,Tawanda Chirewa
ENG-Premier League,2526,Wolves,Tolu Arokodare,NGA,FW,25-164,2000,30,13,1373,15.3,3,1,4,3,0,1,1,0,0.2,0.07,0.26,0.2,0.26,,Tolu,Arokodare,20,52,0.1,64,4,542.0,175.1,235.4,Wolves,Tolu Arokodare
ENG-Premier League,2526,Wolves,Tom Edozie,ENG,MF,19-353,2006,3,0,14,0.2,1,0,1,1,0,0,0,0,6.43,0.0,6.43,6.43,6.43,,Tom,Edozie,20,43,0.4,8,3,23.0,0.4,34.4,Wolves,Tom Edozie
ENG-Premier League,2526,Wolves,Toti Gomes,POR,DF,27-110,1999,17,16,1309,14.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,Toti,Gomes,20,42,0.1,40,2,71.0,92.6,347.2,Wolves,Toti Gomes
